Date,Time,Open,High,Low,Close,Volume,Pos_Rel_To_MA_10,Pos_Rel_To_MA_20,5_Period_Trend,10_Period_Trend,CandleStick_Pattern,Class_10_pips
2017.01.16,18:00,1.0606,1.06086,1.05909,1.06002,2547,ABOVE,BELOW,RANGING,RANGING,NONE,RANGING
2017.01.16,19:00,1.06,1.06085,1.05976,1.06045,1142,ABOVE,BELOW,RANGING,RANGING,NONE,RANGING
2017.01.16,20:00,1.06046,1.06054,1.05972,1.05993,1503,ABOVE,BELOW,RANGING,RANGING,NONE,RANGING
2017.01.16,21:00,1.0599,1.06051,1.05978,1.06026,2404,ABOVE,BELOW,RANGING,RANGING,NONE,RANGING
2017.01.16,22:00,1.06026,1.06052,1.05961,1.05991,3936,BELOW,BELOW,RANGING,RANGING,NONE,RANGING
2017.01.16,23:00,1.0599,1.06036,1.05978,1.06004,6457,ABOVE,BELOW,RANGING,RANGING,NONE,RANGING
2017.01.17,0:00,1.05948,1.06037,1.05948,1.05985,909,BELOW,BELOW,RANGING,RANGING,NONE,RANGING
2017.01.17,1:00,1.05985,1.0607,1.05977,1.06022,1780,ABOVE,ABOVE,RANGING,RANGING,NONE,+10pips
2017.01.17,2:00,1.06021,1.06188,1.06021,1.06061,3271,ABOVE,ABOVE,RANGING,RANGING,NONE,RANGING
2017.01.17,3:00,1.06063,1.06109,1.06009,1.06027,2706,ABOVE,ABOVE,RANGING,RANGING,NONE,+10pips
2017.01.17,4:00,1.06026,1.06214,1.06024,1.06204,2656,ABOVE,ABOVE,RANGING,RANGING,NONE,RANGING
2017.01.17,5:00,1.06204,1.06302,1.06146,1.06246,2526,ABOVE,ABOVE,RANGING,RANGING,NONE,+10pips
2017.01.17,6:00,1.06246,1.06436,1.06227,1.06401,3448,ABOVE,ABOVE,RANGING,RANGING,NONE,+10pips
2017.01.17,7:00,1.06402,1.0659,1.06402,1.06575,4237,ABOVE,ABOVE,UPTREND,RANGING,NONE,-10pips
2017.01.17,8:00,1.06574,1.06657,1.06469,1.0655,4715,ABOVE,ABOVE,RANGING,RANGING,NONE,-10pips
2017.01.17,9:00,1.06549,1.06586,1.06404,1.06549,5807,ABOVE,ABOVE,RANGING,RANGING,NONE,+10pips
2017.01.17,10:00,1.06548,1.06716,1.06545,1.06629,6980,ABOVE,ABOVE,RANGING,RANGING,NONE,+10pips
2017.01.17,11:00,1.06629,1.06819,1.06551,1.06781,6422,ABOVE,ABOVE,RANGING,RANGING,NONE,-10pips
2017.01.17,12:00,1.06783,1.0682,1.06577,1.06797,6389,ABOVE,ABOVE,RANGING,RANGING,NONE,+10pips
2017.01.17,13:00,1.068,1.07195,1.06795,1.07094,10115,ABOVE,ABOVE,UPTREND,RANGING,NONE,-10pips
2017.01.17,14:00,1.07095,1.07125,1.06835,1.06835,11580,ABOVE,ABOVE,RANGING,RANGING,NONE,+10pips
2017.01.17,15:00,1.06837,1.06937,1.06675,1.06917,10481,ABOVE,ABOVE,RANGING,RANGING,NONE,+10pips
2017.01.17,16:00,1.06918,1.07169,1.06898,1.07155,10655,ABOVE,ABOVE,RANGING,RANGING,NONE,-10pips
2017.01.17,17:00,1.07156,1.07165,1.06909,1.06946,9116,ABOVE,ABOVE,RANGING,RANGING,NONE,+10pips
2017.01.17,18:00,1.06948,1.0713,1.06896,1.06945,5974,ABOVE,ABOVE,RANGING,RANGING,NONE,+10pips
2017.01.17,19:00,1.06946,1.07072,1.06937,1.06993,3382,ABOVE,ABOVE,RANGING,RANGING,NONE,RANGING
2017.01.17,20:00,1.06993,1.07037,1.06944,1.07033,2354,ABOVE,ABOVE,RANGING,RANGING,NONE,RANGING
2017.01.17,21:00,1.07032,1.07133,1.07032,1.07089,3979,ABOVE,ABOVE,RANGING,RANGING,NONE,RANGING
2017.01.17,22:00,1.0709,1.07108,1.07008,1.07049,2124,ABOVE,ABOVE,RANGING,RANGING,NONE,RANGING
2017.01.17,23:00,1.07047,1.07127,1.07047,1.07125,1397,ABOVE,ABOVE,RANGING,RANGING,NONE,RANGING
2017.01.18,0:00,1.07123,1.07151,1.07075,1.07109,1267,ABOVE,ABOVE,RANGING,RANGING,NONE,-10pips
2017.01.18,1:00,1.07109,1.0713,1.0696,1.06968,1799,BELOW,ABOVE,RANGING,RANGING,NONE,+10pips
2017.01.18,2:00,1.06966,1.07094,1.06953,1.07094,3427,ABOVE,ABOVE,RANGING,RANGING,NONE,-10pips
2017.01.18,3:00,1.07094,1.07124,1.06915,1.06991,3882,BELOW,ABOVE,RANGING,RANGING,NONE,-10pips
2017.01.18,4:00,1.06989,1.06989,1.06884,1.06933,3270,BELOW,BELOW,RANGING,RANGING,NONE,RANGING
2017.01.18,5:00,1.06934,1.07005,1.0693,1.06979,2619,BELOW,ABOVE,RANGING,RANGING,NONE,RANGING
2017.01.18,6:00,1.06979,1.07,1.06933,1.06977,2185,BELOW,BELOW,RANGING,RANGING,NONE,-10pips
2017.01.18,7:00,1.06977,1.07003,1.06813,1.06844,3202,BELOW,BELOW,RANGING,RANGING,NONE,RANGING
2017.01.18,8:00,1.06848,1.06917,1.06784,1.06806,2865,BELOW,BELOW,RANGING,RANGING,NONE,RANGING
2017.01.18,9:00,1.06805,1.06857,1.0676,1.0678,3717,BELOW,BELOW,DOWNTREND,RANGING,NONE,+10pips
2017.01.18,10:00,1.06781,1.07047,1.06764,1.06914,5691,BELOW,BELOW,RANGING,RANGING,NONE,RANGING
2017.01.18,11:00,1.06913,1.06961,1.06849,1.06957,3983,ABOVE,BELOW,RANGING,RANGING,BULLISH_ENGULFING,-10pips
2017.01.18,12:00,1.06957,1.06965,1.06798,1.06859,4959,BELOW,BELOW,RANGING,RANGING,NONE,RANGING
2017.01.18,13:00,1.06859,1.06885,1.06792,1.0687,3431,BELOW,BELOW,RANGING,RANGING,NONE,-10pips
2017.01.18,14:00,1.06871,1.06887,1.06651,1.06651,3542,BELOW,BELOW,RANGING,RANGING,NONE,RANGING
2017.01.18,15:00,1.06656,1.06736,1.06553,1.06684,7375,BELOW,BELOW,RANGING,RANGING,NONE,+10pips
2017.01.18,16:00,1.06685,1.06892,1.06647,1.06842,6734,ABOVE,BELOW,RANGING,RANGING,NONE,+10pips
2017.01.18,17:00,1.06843,1.07031,1.06807,1.06953,7212,ABOVE,ABOVE,RANGING,RANGING,NONE,-10pips
2017.01.18,18:00,1.06953,1.06963,1.06768,1.06826,5245,BELOW,BELOW,RANGING,RANGING,NONE,RANGING
2017.01.18,19:00,1.06826,1.0692,1.06755,1.0683,3540,BELOW,BELOW,RANGING,RANGING,NONE,-10pips
2017.01.18,20:00,1.06832,1.06835,1.06636,1.06667,3347,BELOW,BELOW,RANGING,RANGING,NONE,RANGING
2017.01.18,21:00,1.06666,1.06719,1.06605,1.06711,2450,BELOW,BELOW,RANGING,RANGING,NONE,-10pips
2017.01.18,22:00,1.06717,1.06721,1.06302,1.06383,8734,BELOW,BELOW,RANGING,RANGING,NONE,RANGING
2017.01.18,23:00,1.06381,1.06389,1.0629,1.06296,2030,BELOW,BELOW,RANGING,RANGING,NONE,RANGING
2017.01.19,0:00,1.06286,1.06355,1.06231,1.06332,1710,BELOW,BELOW,RANGING,RANGING,NONE,RANGING
2017.01.19,1:00,1.06333,1.06353,1.06246,1.0628,2285,BELOW,BELOW,RANGING,RANGING,NONE,RANGING
2017.01.19,2:00,1.06281,1.06346,1.06222,1.06257,3418,BELOW,BELOW,RANGING,RANGING,NONE,RANGING
2017.01.19,3:00,1.06255,1.06329,1.06233,1.0628,3164,BELOW,BELOW,RANGING,RANGING,NONE,+10pips
2017.01.19,4:00,1.0628,1.0642,1.0627,1.06375,3570,BELOW,BELOW,RANGING,RANGING,NONE,RANGING
2017.01.19,5:00,1.06374,1.06454,1.06348,1.06387,2924,BELOW,BELOW,RANGING,RANGING,NONE,RANGING
2017.01.19,6:00,1.06388,1.06432,1.06371,1.06408,1852,ABOVE,BELOW,UPTREND,RANGING,NONE,RANGING
2017.01.19,7:00,1.06407,1.0641,1.06324,1.06391,2438,ABOVE,BELOW,RANGING,RANGING,NONE,RANGING
2017.01.19,8:00,1.06391,1.0644,1.06333,1.06424,2185,ABOVE,BELOW,RANGING,RANGING,NONE,RANGING
2017.01.19,9:00,1.06423,1.06471,1.06325,1.0642,5010,ABOVE,BELOW,RANGING,RANGING,NONE,+10pips
2017.01.19,10:00,1.06419,1.06555,1.06379,1.0655,6904,ABOVE,ABOVE,RANGING,RANGING,NONE,+10pips
2017.01.19,11:00,1.0655,1.06706,1.06522,1.0661,6888,ABOVE,ABOVE,RANGING,RANGING,NONE,RANGING
2017.01.19,12:00,1.06609,1.06629,1.06535,1.06561,4881,ABOVE,ABOVE,RANGING,RANGING,NONE,RANGING
2017.01.19,13:00,1.06558,1.06652,1.06534,1.06641,3375,ABOVE,ABOVE,RANGING,RANGING,NONE,RANGING
2017.01.19,14:00,1.06642,1.06693,1.06578,1.06693,4309,ABOVE,ABOVE,RANGING,RANGING,NONE,-10pips
2017.01.19,15:00,1.06691,1.06767,1.06029,1.06194,11982,BELOW,BELOW,RANGING,RANGING,NONE,-10pips
2017.01.19,16:00,1.06193,1.06229,1.05893,1.05906,12816,BELOW,BELOW,RANGING,RANGING,NONE,+10pips
2017.01.19,17:00,1.0591,1.06221,1.05892,1.06097,9735,BELOW,BELOW,RANGING,RANGING,BEARISH_ENGULFING,+10pips
2017.01.19,18:00,1.06094,1.06372,1.06094,1.06302,7569,BELOW,BELOW,RANGING,RANGING,NONE,-10pips
2017.01.19,19:00,1.06301,1.06336,1.06147,1.06323,4914,BELOW,BELOW,RANGING,RANGING,NONE,-10pips
2017.01.19,20:00,1.06322,1.06413,1.06182,1.06266,4325,BELOW,BELOW,RANGING,RANGING,NONE,+10pips
2017.01.19,21:00,1.06266,1.06605,1.06257,1.06598,4746,ABOVE,ABOVE,RANGING,RANGING,NONE,RANGING
2017.01.19,22:00,1.06601,1.06696,1.06551,1.06607,4315,ABOVE,ABOVE,RANGING,RANGING,NONE,RANGING
2017.01.19,23:00,1.06606,1.06658,1.06576,1.06624,1167,ABOVE,ABOVE,RANGING,RANGING,NONE,RANGING
2017.01.20,0:00,1.06641,1.06653,1.06569,1.06578,1757,ABOVE,ABOVE,RANGING,RANGING,NONE,RANGING
2017.01.20,1:00,1.06592,1.06619,1.06562,1.06593,2539,ABOVE,ABOVE,RANGING,RANGING,NONE,RANGING
2017.01.20,2:00,1.06595,1.0662,1.06523,1.06537,2897,ABOVE,ABOVE,RANGING,RANGING,NONE,+10pips
2017.01.20,3:00,1.06535,1.06876,1.06535,1.06813,4860,ABOVE,ABOVE,RANGING,RANGING,NONE,RANGING
2017.01.20,4:00,1.06813,1.06837,1.06748,1.06771,2808,ABOVE,ABOVE,RANGING,RANGING,NONE,+10pips
2017.01.20,5:00,1.06774,1.06934,1.06774,1.06853,3442,ABOVE,ABOVE,RANGING,RANGING,NONE,RANGING
2017.01.20,6:00,1.0685,1.06858,1.06783,1.06802,2165,ABOVE,ABOVE,RANGING,RANGING,NONE,RANGING
2017.01.20,7:00,1.06801,1.06814,1.06713,1.06725,2366,ABOVE,ABOVE,RANGING,RANGING,NONE,+10pips
2017.01.20,8:00,1.06724,1.06862,1.06723,1.06829,2641,ABOVE,ABOVE,RANGING,RANGING,NONE,-10pips
2017.01.20,9:00,1.06827,1.06922,1.06712,1.06721,4464,BELOW,ABOVE,RANGING,RANGING,NONE,+10pips
2017.01.20,10:00,1.06718,1.06837,1.0661,1.06634,5849,BELOW,ABOVE,RANGING,RANGING,NONE,-10pips
2017.01.20,11:00,1.06633,1.0667,1.06423,1.06464,6003,BELOW,BELOW,RANGING,RANGING,NONE,-10pips
2017.01.20,12:00,1.06463,1.06473,1.06278,1.06371,5410,BELOW,BELOW,DOWNTREND,RANGING,NONE,RANGING
2017.01.20,13:00,1.06371,1.06415,1.06287,1.06387,4776,BELOW,BELOW,RANGING,RANGING,NONE,-10pips
2017.01.20,14:00,1.06387,1.06466,1.06261,1.06277,4499,BELOW,BELOW,RANGING,RANGING,NONE,+10pips
2017.01.20,15:00,1.06276,1.06574,1.06253,1.06567,6613,BELOW,BELOW,RANGING,RANGING,NONE,+10pips
2017.01.20,16:00,1.06565,1.06668,1.06519,1.06552,7119,BELOW,BELOW,RANGING,RANGING,NONE,+10pips
2017.01.20,17:00,1.06551,1.06836,1.06551,1.06789,7345,ABOVE,ABOVE,RANGING,RANGING,NONE,-10pips
2017.01.20,18:00,1.06788,1.06833,1.06642,1.06791,5854,ABOVE,ABOVE,RANGING,RANGING,NONE,+10pips
2017.01.20,19:00,1.0679,1.06952,1.06634,1.06748,14141,ABOVE,ABOVE,RANGING,RANGING,NONE,RANGING
2017.01.20,20:00,1.06747,1.06835,1.06661,1.06816,5421,ABOVE,ABOVE,RANGING,RANGING,NONE,+10pips
2017.01.20,21:00,1.06815,1.07096,1.06805,1.07051,6128,ABOVE,ABOVE,RANGING,RANGING,NONE,-10pips
2017.01.20,22:00,1.07052,1.0706,1.06897,1.06964,4592,ABOVE,ABOVE,RANGING,RANGING,NONE,RANGING
2017.01.20,23:00,1.06965,1.07047,1.06922,1.06973,1850,ABOVE,ABOVE,RANGING,RANGING,NONE,RANGING
2017.01.23,0:00,1.0701,1.07057,1.06937,1.07033,1082,ABOVE,ABOVE,RANGING,RANGING,NONE,+10pips
2017.01.23,1:00,1.07033,1.07169,1.07033,1.07127,3965,ABOVE,ABOVE,RANGING,RANGING,NONE,+10pips
2017.01.23,2:00,1.07128,1.07301,1.07093,1.07239,4107,ABOVE,ABOVE,UPTREND,RANGING,NONE,+10pips
2017.01.23,3:00,1.07238,1.0745,1.07215,1.07443,3908,ABOVE,ABOVE,UPTREND,RANGING,BULLISH_ENGULFING,RANGING
2017.01.23,4:00,1.07445,1.07461,1.07389,1.07454,3749,ABOVE,ABOVE,UPTREND,RANGING,NONE,RANGING
2017.01.23,5:00,1.07455,1.075,1.07426,1.0744,2403,ABOVE,ABOVE,RANGING,RANGING,NONE,RANGING
2017.01.23,6:00,1.07441,1.0746,1.0737,1.07372,2040,ABOVE,ABOVE,RANGING,RANGING,NONE,+10pips
2017.01.23,7:00,1.07369,1.07483,1.07351,1.07482,2813,ABOVE,ABOVE,RANGING,RANGING,BULLISH_ENGULFING,RANGING
2017.01.23,8:00,1.07483,1.07549,1.07403,1.07421,4437,ABOVE,ABOVE,RANGING,RANGING,NONE,+10pips
2017.01.23,9:00,1.0742,1.07541,1.074,1.07425,5141,ABOVE,ABOVE,RANGING,RANGING,NONE,-10pips
2017.01.23,10:00,1.07426,1.07496,1.07259,1.07281,5314,BELOW,ABOVE,RANGING,RANGING,NONE,RANGING
2017.01.23,11:00,1.07279,1.0733,1.07229,1.07259,4179,BELOW,ABOVE,RANGING,RANGING,NONE,+10pips
2017.01.23,12:00,1.07259,1.07451,1.07259,1.07379,3916,BELOW,ABOVE,RANGING,RANGING,NONE,-10pips
2017.01.23,13:00,1.07379,1.07389,1.07264,1.07295,3819,BELOW,ABOVE,RANGING,RANGING,NONE,+10pips
2017.01.23,14:00,1.07294,1.0744,1.07275,1.07346,3952,BELOW,ABOVE,RANGING,RANGING,NONE,-10pips
2017.01.23,15:00,1.07343,1.0738,1.07095,1.07304,6105,BELOW,ABOVE,RANGING,RANGING,NONE,-10pips
2017.01.23,16:00,1.07303,1.07335,1.07064,1.07258,9868,BELOW,BELOW,RANGING,RANGING,NONE,+10pips
2017.01.23,17:00,1.07255,1.07522,1.07253,1.0748,8549,ABOVE,ABOVE,RANGING,RANGING,BULLISH_ENGULFING,-10pips
2017.01.23,18:00,1.07478,1.07485,1.07268,1.07399,7067,ABOVE,ABOVE,RANGING,RANGING,BULLISH_ENGULFING,-10pips
2017.01.23,19:00,1.074,1.07423,1.072,1.0727,4478,BELOW,BELOW,RANGING,RANGING,NONE,+10pips
2017.01.23,20:00,1.07272,1.07371,1.07253,1.07362,2974,ABOVE,ABOVE,RANGING,RANGING,NONE,+10pips
2017.01.23,21:00,1.07361,1.07498,1.07359,1.0746,2718,ABOVE,ABOVE,RANGING,RANGING,BULLISH_ENGULFING,RANGING
2017.01.23,22:00,1.0746,1.07518,1.07414,1.07435,1827,ABOVE,ABOVE,RANGING,RANGING,NONE,+10pips
2017.01.23,23:00,1.07436,1.0769,1.07429,1.07637,3012,ABOVE,ABOVE,RANGING,RANGING,NONE,RANGING
2017.01.24,0:00,1.07635,1.07724,1.07614,1.0772,1806,ABOVE,ABOVE,RANGING,RANGING,BULLISH_ENGULFING,-10pips
2017.01.24,1:00,1.07723,1.07723,1.07582,1.07591,2408,ABOVE,ABOVE,RANGING,RANGING,NONE,RANGING
2017.01.24,2:00,1.0759,1.07619,1.07542,1.07601,3250,ABOVE,ABOVE,RANGING,RANGING,NONE,-10pips
2017.01.24,3:00,1.07601,1.07601,1.07453,1.07546,4076,ABOVE,ABOVE,RANGING,RANGING,NONE,+10pips
2017.01.24,4:00,1.07545,1.0767,1.07542,1.07587,2475,ABOVE,ABOVE,RANGING,RANGING,NONE,+10pips
2017.01.24,5:00,1.07587,1.07709,1.07559,1.07598,3441,ABOVE,ABOVE,RANGING,RANGING,NONE,-10pips
2017.01.24,6:00,1.07599,1.07627,1.07494,1.07513,3125,BELOW,ABOVE,RANGING,RANGING,NONE,RANGING
2017.01.24,7:00,1.07515,1.076,1.07484,1.0755,2459,BELOW,ABOVE,RANGING,RANGING,NONE,-10pips
2017.01.24,8:00,1.07549,1.0757,1.07379,1.07412,2860,BELOW,BELOW,RANGING,RANGING,NONE,RANGING
2017.01.24,9:00,1.07411,1.07498,1.07339,1.07378,4417,BELOW,BELOW,RANGING,RANGING,NONE,+10pips
2017.01.24,10:00,1.07379,1.07531,1.0737,1.07476,4861,BELOW,BELOW,RANGING,RANGING,NONE,-10pips
2017.01.24,11:00,1.07478,1.07519,1.07351,1.07404,5890,BELOW,BELOW,RANGING,RANGING,NONE,-10pips
2017.01.24,12:00,1.07405,1.07441,1.07287,1.07298,3612,BELOW,BELOW,RANGING,RANGING,NONE,+10pips
2017.01.24,13:00,1.07297,1.07444,1.07255,1.07432,3626,BELOW,BELOW,RANGING,RANGING,BULLISH_ENGULFING,RANGING
2017.01.24,14:00,1.07433,1.07478,1.07394,1.0742,3951,BELOW,BELOW,RANGING,RANGING,NONE,+10pips
2017.01.24,15:00,1.07418,1.07573,1.07406,1.07475,4622,ABOVE,BELOW,RANGING,RANGING,BULLISH_ENGULFING,+10pips
2017.01.24,16:00,1.07475,1.07664,1.07433,1.07615,6430,ABOVE,ABOVE,RANGING,RANGING,BULLISH_ENGULFING,+10pips
2017.01.24,17:00,1.07599,1.0775,1.07487,1.07525,6675,ABOVE,ABOVE,RANGING,RANGING,NONE,RANGING
2017.01.24,18:00,1.07527,1.07582,1.07465,1.07484,5340,ABOVE,BELOW,RANGING,RANGING,NONE,+10pips
2017.01.24,19:00,1.07487,1.07611,1.07482,1.07566,3060,ABOVE,ABOVE,RANGING,RANGING,NONE,-10pips
2017.01.24,20:00,1.07567,1.07583,1.07339,1.07349,3486,BELOW,BELOW,RANGING,RANGING,NONE,-10pips
2017.01.24,21:00,1.07346,1.07346,1.07219,1.07223,2864,BELOW,BELOW,RANGING,RANGING,NONE,+10pips
2017.01.24,22:00,1.07227,1.07335,1.07203,1.0733,2183,BELOW,BELOW,RANGING,RANGING,NONE,RANGING
2017.01.24,23:00,1.0733,1.07337,1.07297,1.07324,799,BELOW,BELOW,RANGING,RANGING,NONE,RANGING
2017.01.25,0:00,1.07302,1.07333,1.07277,1.07312,1105,BELOW,BELOW,RANGING,RANGING,NONE,RANGING
2017.01.25,1:00,1.07312,1.07331,1.07236,1.07283,1590,BELOW,BELOW,RANGING,RANGING,NONE,RANGING
2017.01.25,2:00,1.07283,1.0734,1.07235,1.07312,3070,BELOW,BELOW,RANGING,RANGING,NONE,RANGING
2017.01.25,3:00,1.0731,1.07352,1.0722,1.07295,3736,BELOW,BELOW,RANGING,RANGING,NONE,RANGING
2017.01.25,4:00,1.07296,1.0738,1.07269,1.07309,3532,BELOW,BELOW,RANGING,RANGING,NONE,RANGING
2017.01.25,5:00,1.07308,1.0733,1.07273,1.07314,2231,ABOVE,BELOW,RANGING,RANGING,NONE,RANGING
2017.01.25,6:00,1.07313,1.07373,1.07304,1.07308,1957,ABOVE,BELOW,RANGING,RANGING,NONE,RANGING
2017.01.25,7:00,1.07308,1.07308,1.07237,1.07262,1832,BELOW,BELOW,RANGING,RANGING,NONE,RANGING
2017.01.25,8:00,1.07261,1.07266,1.07214,1.07216,2048,BELOW,BELOW,RANGING,RANGING,NONE,-10pips
2017.01.25,9:00,1.07215,1.07269,1.07113,1.07129,4339,BELOW,BELOW,DOWNTREND,RANGING,NONE,+10pips
2017.01.25,10:00,1.07135,1.07328,1.07131,1.07297,5672,ABOVE,BELOW,RANGING,RANGING,NONE,+10pips
2017.01.25,11:00,1.07298,1.07548,1.07244,1.07498,6063,ABOVE,ABOVE,RANGING,RANGING,NONE,RANGING
2017.01.25,12:00,1.07497,1.07545,1.07419,1.07536,3327,ABOVE,ABOVE,RANGING,RANGING,NONE,RANGING
2017.01.25,13:00,1.07535,1.07565,1.07479,1.07524,2443,ABOVE,ABOVE,RANGING,RANGING,NONE,+10pips
2017.01.25,14:00,1.07523,1.07699,1.07451,1.07457,5936,ABOVE,ABOVE,RANGING,RANGING,NONE,RANGING
2017.01.25,15:00,1.07456,1.07484,1.07358,1.07449,5133,ABOVE,ABOVE,RANGING,RANGING,NONE,-10pips
2017.01.25,16:00,1.07447,1.07455,1.072,1.0727,7043,BELOW,BELOW,DOWNTREND,RANGING,NONE,+10pips
2017.01.25,17:00,1.07269,1.07452,1.07256,1.07409,6017,ABOVE,ABOVE,RANGING,RANGING,NONE,+10pips
2017.01.25,18:00,1.07411,1.07533,1.0732,1.0743,5218,ABOVE,ABOVE,RANGING,RANGING,NONE,-10pips
2017.01.25,19:00,1.07431,1.0745,1.07252,1.07377,3189,BELOW,ABOVE,RANGING,RANGING,NONE,-10pips
2017.01.25,20:00,1.0738,1.07401,1.07251,1.07262,3762,BELOW,BELOW,RANGING,RANGING,NONE,+10pips
2017.01.25,21:00,1.07262,1.07417,1.07202,1.07411,2501,BELOW,ABOVE,RANGING,RANGING,NONE,+10pips
2017.01.25,22:00,1.07412,1.07529,1.07363,1.07521,3123,ABOVE,ABOVE,RANGING,RANGING,NONE,RANGING
2017.01.25,23:00,1.07522,1.07543,1.07467,1.07477,1767,ABOVE,ABOVE,RANGING,RANGING,NONE,RANGING
2017.01.26,0:00,1.0746,1.07546,1.0745,1.07491,1400,ABOVE,ABOVE,RANGING,RANGING,NONE,RANGING
2017.01.26,1:00,1.07491,1.07539,1.07466,1.07524,1818,ABOVE,ABOVE,RANGING,RANGING,NONE,+10pips
2017.01.26,2:00,1.07526,1.07649,1.07516,1.07627,3125,ABOVE,ABOVE,RANGING,RANGING,NONE,RANGING
2017.01.26,3:00,1.07628,1.07658,1.07576,1.07588,3102,ABOVE,ABOVE,RANGING,RANGING,NONE,RANGING
2017.01.26,4:00,1.07589,1.07612,1.07541,1.07572,2573,ABOVE,ABOVE,RANGING,RANGING,NONE,RANGING
2017.01.26,5:00,1.07575,1.07624,1.07545,1.07569,1580,ABOVE,ABOVE,RANGING,RANGING,NONE,RANGING
2017.01.26,6:00,1.07568,1.07595,1.07535,1.07571,1363,ABOVE,ABOVE,RANGING,RANGING,NONE,RANGING
2017.01.26,7:00,1.0757,1.07607,1.0753,1.07557,1506,ABOVE,ABOVE,RANGING,RANGING,NONE,-10pips
2017.01.26,8:00,1.07556,1.0757,1.07398,1.07419,2198,BELOW,BELOW,RANGING,RANGING,NONE,-10pips
2017.01.26,9:00,1.07417,1.07473,1.07292,1.0731,4476,BELOW,BELOW,RANGING,RANGING,NONE,+10pips
2017.01.26,10:00,1.07306,1.07439,1.07263,1.07396,5084,BELOW,BELOW,RANGING,RANGING,NONE,-10pips
2017.01.26,11:00,1.07397,1.07437,1.0716,1.07211,5588,BELOW,BELOW,RANGING,RANGING,NONE,RANGING
2017.01.26,12:00,1.07213,1.07273,1.07128,1.07209,4546,BELOW,BELOW,RANGING,RANGING,NONE,+10pips
